title,artist_name,year,duration
Slipping Away/Here Is Kazmeyer,Information Society,1990,251.61098
The Unidentified Flying Object,Perrey And Kingsley,1988,119.64036
90er,Headliners,2006,347.79383
Under The Weather,KT Tunstall,2004,216.5024
Music And Politics,The Disposable Heroes Of Hiphoprisy,1992,241.52771
Stephanie Says,The Velvet Underground,1985,170.89261
Please Come Out Tonight,Phil Collins,1993,346.5922
World Comes Tumblin' Down,The Distillers,2000,188.21179
All Alone (Live),Gorillaz,2005,219.37587
Carita De Rosa,Gertrudis,2003,233.27302
Passin' Me By,The Pharcyde,1993,303.46404
Games That Lovers Play,James Last,1967,260.12689
The Key,Melissa Auf der Maur,2010,232.6722
Dog Tagged,Kill The Client,2008,57.18159
5 Foot 1,Iggy Pop,1990,300.77342
Guajira Y Ven,Willie Colon,2001,250.06975
After One Quarter Of A Revolution,Every Time I Die,2009,124.13342
Did Ya Say That,GZA/The Genius,2002,237.34812
Puzzle of Hearts,Sergio Mendes,2006,322.11546
Nada De Ti,Eddie Palmieri,1973,392.85506
Aunque Mañana No Estes,Juan Carlos Baglietto,1982,182.41261
Sweetest Goodbye,Maroon 5,2002,270.70649
Hello,LL Cool J / Amil,2000,232.14975
Rollin' and Tumblin',R.L. Burnside,2001,196.88444
Good Girl Gone Bad,Rihanna,2007,213.26322
Sweet Lover Hangover,Love and Rockets,1996,311.19628
If Money Talks,Jason & The Scorchers,1985,154.8273
Gay Ranchero,The Mystic Moods Orchestra,1967,147.33016
Evening Prayer,Don Gibson,1959,148.06159
Carta De Amor,Egberto Gismonti,1981,1.2273
Noises,Taal,2000,17.73669
Yo Mouth (Skit),Tha Liks,2001,33.09669
Heaven Can Wait,Michael Jackson,2001,289.38404
Follow The Light (Radio Edit),Sub Focus,2009,214.83057
The Big Stall,Theodore Shapiro,2006,82.31138
Sweet Suffering Christ,Margaret Becker,1993,242.12853
Rock And Roll (Could Never Hip Hop Like This) Part 2 featuring Lord Finesse_ Mike Shonoda_ Chester Bennington_ Rahzel_ Qbert_ Grand Wizard Theodore & Jazzy Jay (Instrumental),Handsome Boy Modeling School,2004,384.70485
Anytime You Need A Friend,Mariah Carey,1993,652.40771
Broderskapets ring,Dimmu Borgir,1996,331.04934
Mopao,Africando All Stars,2003,274.25914
Cuento De La Buena Pipa,Las Niñas,2003,217.62567
Completeness,Minnie Riperton,1970,212.13995
Superman,Donna Fargo,1999,149.62893
Streamline,System of a Down,2001,217.59955
Going Back To New Orleans,Poncho Sanchez,2001,282.20036
The Everclear Song,Roger Creager,1998,239.20281
Bang,Badmarsh & Shri,2001,263.31383
One More Night,Phil Collins,1985,285.98812
Ice Cream Man,Session Americana,2007,210.31138
Grial II,TYR,2001,293.38077
Bancate Ese Defecto,Charly García,1983,300.14649
Get A Hold,A Tribe Called Quest,1996,215.27465
Love N' Gold,C.C. Adcock,2004,272.95302
Over And Over,Heavenly,1990,206.18404
From Ivory Towers Above The Control Grid,Kalibas,2003,164.20526
Disposition (feat. Jest),Vex'd,2010,243.25179
Lullaby For The Summer,Jimi Hendrix,2010,228.91057
Cosmic Forge (LP Version),Daath,2006,267.78077
Todo A Pulmón,Alejandro Lerner,1998,267.31057
You Never Cry Like A Lover (LP Version),Eagles,1974,240.97914
If That's True,Esperanza Spalding / Leo Genovese,2008,451.29098
CB4,Slum Village,2000,225.48853
Concerto No.3 In D: Allegro,Francis Lai,1970,155.16689
Got To Give It Up,James Taylor Quartet,2007,198.3473
Till We Ain't Strangers Anymore,Bon Jovi,2008,318.09261
Die Slow,Sheek Louch,2009,64.65261
Stumble,R.E.M.,1982,340.11383
The Wreckage Intro (Album Version),Throw The Fight,2008,23.87546
Death Or Glory,The Clash,1979,227.57832
Phantoms In The Mirror,W.A.S.P.,1992,276.71465
Etre Une Femme,Nolwenn Leroy,2003,201.22077
Drum Machine Joy,MxPx,1995,215.24853
Skit #2 (Kanye West/Late Registration),Kanye West,2005,31.37261
Flat Earth Society (Album Version),Bad Religion,1995,141.19138
Let's Roll (Take 1),J.B.Lenoir,1991,169.22077
Chain (Album Version),The Fire Theft,2003,223.37261
For Anything,Vanessa Daou,1996,179.93098
What's He Doin' In My World,Eddy Arnold,1967,128.96608
Zig-Zag Walk,Foghat,1983,208.66567
Watching You,Ayo,2006,232.28036
Seven Days Too Long,Dexy's Midnight Runners,1980,157.75302
She Blinded Me With Science,Thomas Dolby,1982,223.45098
Coleman's No. 1 / Ton Double Fisel / Kiely Cotter's / How We Spent the Christmas,Moving Cloud,2008,251.92444
Freak it all Night,DJ Guy,2009,237.08689
Best Friend,Toni Braxton,1993,267.2322
I Am The Walrus,Spooky Tooth / Mike Harrison,1970,384.7571
On The Other Hand (Album Version),Randy Travis,1986,186.3571
Pub Pusher,Republica,1998,264.22812
Sellotape Flowers,Geiom,2001,365.60934
In This Skin,Jessica Simpson,2003,258.76853
Hunger Strike,Temple Of The Dog,1991,243.9571
M 14,Derek Bailey,1975,237.53098
Execution,First Blood,2005,283.48036
The Murder Prologue,Steve Vai,2007,69.90322
I.B.S. (Amended Album Version),Cam'Ron,2006,212.79302
Médium,Gustavo Cerati,2006,333.19138
English House,Fleet Foxes,2008,281.18159
Hot Rod Lincoln,Asleep At The Wheel,1988,399.04608
2 Glocks,Bone Thugs-N-Harmony,2000,266.05669
Gold Flames Of Angels,Human Disease,2004,190.79791
Wanderlust,Baroness,2007,269.71383
Zavelow House (Album Version),Owsley,1999,221.77914
Kill Miss America (Album Version),Murderdolls,2002,147.51302
Sam und Bo_ N.E.O.,Samy Deluxe,2005,247.01342
Kindhearted Woman Blues,Robert Lockwood_ Jr.,1998,162.45506
"Beneath The Valley Of The Underdog (Album Version + Hidden Track ""Talkin' Randy Tate's..."")",Mudhoney,1998,519.13098
Resurrection,Eddie Turner,2005,146.1024
Quítate La Ropa,Los Delinqüentes,2009,192.1824
Teeny Weeny String Bikini,Gunther & the Sunshine Girls,2004,240.40444
Here Without You,3 Doors Down,2002,232.07138
This One's For You,Barry Manilow,1976,209.13587
Try And Stop Me,The Creation,1967,147.69587
Tin Pan Alley (aka Roughest Place In Town),Stevie Ray Vaughan And Double Trouble,2005,551.91465
Azul Contente,Luciana Souza,1998,259.23873
Winter In Finland,Moss,2006,206.57587
Won't Be Long,Rakim feat. Tracey Horton,2009,291.97016
Born To Run,Suzi Quatro,1995,301.21751
I'm So Bored With The U.S.A.,The Clash,1977,140.77342
Lonesome Road,Junior Kimbrough,1997,294.76526
Que Vas A Hacer?,Daddy Yankee / May-Be,2004,199.47057
Electrasonic V,Los Fabulosos Cadillacs,1990,137.06404
Don't Stop,Jars Of Clay,2009,223.89506
Desert Caravan,Oscar Lima,2000,230.3473
Take The Time,Bad Company,1979,253.02159
Les Forains,Richard Galliano,1999,190.74567
Nothing To You,Milk Inc.,2003,202.10893
Sally Can't Dance,Lou Reed,1974,211.66975
Lero Do Bolero,Nana Caymmi,2001,188.65587
Perfect Peace,Twila Paris,2001,202.70975
Half Ain't Been Told,Otis Spann,1989,283.29751
The Blinding Sun,Gustavo Santaolalla,2006,117.18485
Let Me Out,Maximilian Hecker,2001,295.60118
Flame On,Big Daddy Kane,2001,190.82404
Paragon Rag  (LP Version),Joshua Rifkin,1994,229.53751
C'est Toujours la Même Histoire,Martha Wainwright,2009,287.08526
Cool People Make Me Tired,Williamson,2005,223.81669
Eagle Eye,Bottom Of The Hudson,2003,279.90159
Intro,A-Mei,2008,71.88853
Soot and Stars,The Smashing Pumpkins,2001,399.98649
Eimsbush bis 0711,Dynamite Deluxe,2000,152.92036
Voucher,Janitor Joe,1993,122.72281
Future/Now (LP Version),MC5,1971,381.30893
Carry The Weight,Xzibit,1996,252.99546
Touch My Body,Mariah Carey,2008,273.52771
She's All I Ever Had,Ricky Martin,1999,295.33995
The Way,Saigon Kick,1993,368.1171
I'm Hot,Erick Sermon,2001,228.44036
Dj,Markscheider Kunst,2010,239.0722
Speak Low,Charlie Byrd,1997,348.21179
Scelxenak,Orthrelm,2002,70.03383
When A Man's In Love,The Chieftains,1980,217.25995
The Same Old Innocence,Architecture In Helsinki,2007,210.49424
Run,Lighthouse Family,2001,241.24036
Don't Take Your Love Away From Me (Album Version),Randy Travis,1996,176.43057
Love Happens Just Like That (LP Version),Bryan White,1999,166.24281
Teenage Queen (Album Version),Aiden,2007,206.8371
It Doesn't Matter Where_ Just Drive,Snow Patrol,2006,217.57342
The Golden Rocket,Johnny Horton,1996,123.402
Losing True (Album Version),The Roches,1982,295.13098
Mientras me quieras,Tranzas,2000,213.7073
Sister Seagull (Live),Be Bop Deluxe,1991,221.93587
Salamanders In The Sun,Steve Vai,1984,305.94567
Down In The Jungle,Monster Magnet,2000,289.12281
Shifter,Timo Maas featuring MC Chikaboo,2002,333.87057
After I Made Love To You,BMX Bandits,2007,208.40444
Love Like This,Natasha Bedingfield,2008,341.41995
Oceans,Vex'd,2010,295.49669
So Many Roads,Joe Bonamassa,2006,372.76689
Don't Look Back (Radio Edit),Antigone Rising,2005,213.55057
Prends-Moi La Main,Princess Lover,2007,262.45179
El Oro De La Gallina De Los Huevos,Seguridad Social,1999,254.53669
New Born Soul,The Blind Boys Of Alabama,2005,176.40444
War?,System of a Down,1996,160.49587
Splendido Sundance,Al Di Meola,1980,291.02975
We're Out Of Gas,Alan Silvestri,1990,77.60934
Superstar,For Squirrels,1995,200.07138
The World In My Hands (We Are One),SNAP!,1994,315.03628
Im Club,Massive Töne,2002,220.78649
Common sense,Winston McAnuff_ The Bazbaz Orchestra,2005,225.04444
I Was a Human Bomb for the FBI,Zombina & The Skeletones,2006,210.93832
Sweet To Mama,Frank Stokes,2005,176.32608
Expolodera (som dynamit),Caramell,1999,218.40934
Lion Paw,Fyah Blaze,2005,217.25995
Tell Me,Toni Braxton,2002,249.18159
Love You Again,Marc Dorsey,1999,301.50485
Canta Una Canción De Amor,Alejandro Lerner,1984,232.48934
Erick Sermon,Erick Sermon,1993,198.63465
The Michael Vick Song,Tim Wilson,2005,166.84363
Point And Shoot (Demo),Pepper,2007,264.59383
Honey Fingers,Richard Galliano,1992,196.25751
C'est Toujours Le Matin,Cali,2003,210.18077
Cruz,Christina Aguilera,2002,229.53751
Happy Mother's Day,Casiotone For The Painfully Alone,2006,47.46404
So Not Over You (Motivo-Pop Lectro Mix),Simply Red,2007,302.49751
Only Lonely,Bon Jovi,1985,302.28853
Castillos Y Sueños,Las Niñas,2005,183.48363
Let Him Fly,Patty Griffin,1996,191.39873
Going Down,The Germs,1993,111.49016
Marrakech,ATB,2004,262.21669
The Bottom Line,Rick Astley,1991,317.83138
People Never Give Up,Curtis Mayfield,1980,348.60363
It'll All Come Around (Album Version),Back Door Slam,2007,236.87791
Outside,Mariah Carey,1997,286.30159
Komm Computer,Frl.Menke,1982,229.51138
The Gold It's In The ... (1996 Digital Remaster),Pink Floyd,1972,188.1073
Be Stiff (Live),Devo,1993,175.25506
It's Alright Bruv,Cockney Rejects,2007,241.50159
Les Fleurs,Minnie Riperton,1990,197.69424
Sea_ Subsurface,Aisha Duo,2005,350.64118
New Morning (Live),Nick Cave & The Bad Seeds,1993,202.05669
Svedomi,Krystof,2006,222.32771
Como Olvidar (Merengue Versión),Olga Tañón,2006,279.53587
Superscout,Sensations,2005,165.19791
Black Celebration,Monster Magnet,1998,260.17914
No Volveras A Mi,KALIMBA,2007,208.09098
Meeting Daisy,Alexandre Desplat,2008,81.71057
You Know It's True,The Cat's Miaow,1997,137.29914
Hey Sexy Lady,Shaggy / Brian & Tony Gold,2002,199.94077
All Burned Out,Savoy Brown,1989,171.62404
Getto Boys,Jack Orsen feat. Fumanschu_ Justus,2004,210.54649
Thriller,Fall Out Boy,2007,203.54567
Wendy,Jesse Malin,2002,261.17179
Sent By Angels,Arc Angels,1992,344.05832
Java Sparrow,Terry Callier,1998,315.08853
I Swear the Visine is for my Allergies,Salt The Wound,2008,218.80118
Bath Of Least Resistance,NOFX,2001,108.12036
Cuttin' the Tree,John Wesley,1999,246.69995
Burn 'Em Down (LP Version),Sick Of It All,1997,175.41179
Plastic People,Four Tet,2010,393.84771
Revolution,Superchumbo,2001,443.37587
Would?,Alice In Chains,1992,223.26812
The Line,The Small Knives,2004,208.16934
The White's Bedroom - Fire Escape,The Plasmatics,2000,121.73016
Trapdoor,Chase & Status,2005,398.54975
Cumberland Gap,Danny Barnes,2005,160.46975
Hasta Los Huesos,Andy & Lucas,2003,208.92689
Hesitation Blues,Hot Tuna,1970,304.45669
Sweet Child O' Mine,Guns N' Roses,1987,445.17832
Earth Child (World),Sharon Burch,1999,225.72363
Master_ Faster_ Sweet Desaster,Nightfall,1999,207.77751
Price I Pay,Jane's Addiction,2003,327.1571
Chi Chi Man,T.O.K.,2001,208.50893
N.Y. Electric / Hunter Interlude,Aesop Rock,2003,310.80444
Moonlight Serenade,Klaus Badelt,2003,128.62649
Monday Morning Blues,Mississippi John Hurt,1967,238.94159
Class Act,James Hunter,2008,180.89751
Venite Pa' Maracaibo,Guaco,2000,265.29914
More,The Crystal Method,1997,357.642
John the Revelator,Blind Willie Johnson,1991,198.00771
Firestarter,The Prodigy,1996,225.09669
Enslaved By Propaganda,Total Fucking Destruction,2007,132.17914
Mohair Locker Room Pin-Up Boys,Adam Ant,1998,226.5073
Testify,Phil Collins,2002,392.82893
Pete's Crusade,Light Of The World,1980,247.74485
Emerald,Bedrock,2004,501.86404
Heartbreaker,Free,1972,229.56363
Karma,Alicia Keys,2003,255.99955
2 + 2 = 5,Radiohead,2003,198.47791
The Last Man On Earth,Schoolyard Heroes,2007,202.00444
Another Lover,The Last Vegas,2009,237.11302
No Such Thing As Control (Album Version),Beneath The Sky,2007,275.9571
The Flight of the serpentarius,Bruno Sanfilippo,1991,291.082
My Baby (Feat. Kanye West),Janet Jackson Featuring Kanye West,2004,257.14893
Hindsight,Call To Preserve,2008,44.30322
When It Stings,Pictures of Then,2009,182.83057
Com Una Flama,Ai Ai Ai,1994,253.98812
Lovely Day,Lit,1999,246.80444
Explode,The Cardigans,1998,274.05016
Tango,Charly Garcia,2003,162.71628
I'm Your Money (12'' Extended Version) (2006 Digital Remaster),Heaven 17,1981,311.43138
Merry-Go-Round,Helen Hobson,1996,176.97914
Lost,Roger Sanchez,2006,589.87057
Speechless,Mish Mash,2006,211.90485
Hydraulic Pimp,Non Stop DJs,2004,222.24934
Listen,FFH,2005,218.22649
6th Chakra: Keynote A - Chakra Suite (Solo Electric Piano Plus Synths),Steven Halpern,2001,223.73832
Voyage to eternal Life,Astarte,1998,568.78975
Again (Instrumental),Janet Jackson,1993,232.202
The Benevolent Path,Vulture Industries,2007,379.29751
L'idole des femmes,Pierre Perret,1994,143.46404
Slow And Low,RUN-DMC,1985,266.21342
Life's Blood,Eighteen Visions,1997,171.12771
End Of The Beginning,30 Seconds To Mars,2002,277.28934
Black Connect 3,Camp Lo,2009,267.17995
La Rosa,Bobby Pulido,1996,187.97669
Lookin' for My Baby,Little Milton,1994,175.82975
The Harbour,Dario Marianelli,2007,227.99628
Kicking And Screaming,Funeral For A Friend,2008,205.16526
Need,Tyrone Wells,2005,204.59057
Over The River,Bitty McLean,1995,216.21506
Everyday,Phil Collins,1993,343.43138
Stop!,Joe Bonamassa,2009,356.04853
The Climb/Paranoia,The Pharcyde,2004,247.11791
Amour noir N 7,Michèle Bernard,2008,136.98567
Collide,Howie Day,2003,277.002
11th Street,Open Hand,2000,278.56934
Make A Move On Me,Joey Negro,2005,535.69261
This Is My Life,Rita Chiarelli,1992,252.682
War,Trick Trick / Obie Trice,2005,266.78812
All Creatures Of Our God And King,Patty Griffin,2010,256.39138
One Love,David Rose & His Orchestra,2004,179.98322
Famous One,Seventh Day Slumber,2009,265.82159
I'm Glad,Jennifer Lopez,2002,224.39138
"Theme From ""Come September"" (LP Version)",Bobby Darin,2003,155.6371
Ma vie n'est pas la tienne (album),Najoua Belyzel,2009,237.71383
Denk,Samy Deluxe,2004,237.19138
Attic Room,Casiotone For The Painfully Alone,2003,188.94322
Sometimes,Les Rythmes Digitales feat. Nik Kershaw,1999,297.45587
The Story Of An Artist,Daniel Johnston,1982,296.54159
Talk Of The Town,Firehouse,1992,278.12526
A Movie Of A Placid Lake On A Moonless Night in September,Will Ackerman,1992,384.60036
Midnight Jump,Sunnyland Slim,1994,246.04689
Que Suene Mi Campana,Sonora Carruseles,2000,264.07138
Leaving The Docks,Zbigniew Preisner,1993,87.45751
Ring The Alarm,Naughty By Nature,1999,236.95628
You Don't Belong,Bad Religion,2002,169.87383
Noche De Paz,SUMO,1987,127.05914
4 In The Morning,Gwen Stefani,2006,294.19057
Marching,The Zebras,2006,131.68281
Just Don't Give A Fuck,Eminem,1998,242.62485
1001 Robots,Marco Beltrami,2004,256.39138
For My People,EPMD,1990,188.31628
Cajun Baby (LP Version),Commander Cody And His Lost Planet Airmen,1975,161.88036
Keep Hope Alive,The Crystal Method,1995,341.08036
Tercer Mundo,Fito Paez,1990,284.26404
Still a Fool,Groundhogs,1968,1023.86893
La Medalla,Los Chunguitos,2001,215.32689
Best In LA,Marc Shaiman,2008,81.18812
La Bruja Chafa,Bobby Pulido,1999,182.80444
Goin' To The River,Alice Cooper,1982,210.54649
Rülpsen Sie Eine Hauptstadt,Tresenlesen,1995,513.61914
The Magic Violin,Hot Club Of Cowtown,2009,163.10812
Doodlin',Kai Winding,1961,212.92363
Open Arms,Gary Go,2009,217.86077
Stampede,He Is Legend,2006,207.12444
All Hands On Deck part 2: Open Water [Album Version],Funeral For A Friend,2007,228.64934
Hermitage,Pat Metheny,1979,338.02404
Earth Born,Kitaro,1983,173.45261
Come On Back Home,Cece Winans,1998,248.2673
I Wish I Was A Punk Rocker (With Flowers In My Hair),Sandi Thom,2006,425.19465
Life's Railway To Heaven,PATSY CLINE & WILLIE NELSON,1991,175.41179
Sannyasin,John Mayer,1976,38.3473
Hello Space Boy,Behemoth,2000,209.05751
Leather Prowler,Liars,2007,265.09016
Love Me,Jars Of Clay,2006,191.81669
Underarms,Grandmaster Flash,1987,190.17098
Put Down Your Weapons,Yami Bolo,2000,219.402
Heut' Nacht,Spliff,1982,264.41098
The Witching Hour,John Mayall,2002,262.79138
Diamond Eyes (Album Version),Deftones,2010,188.26404
L'Amour Existe Encore,Lara Fabian,2009,229.72036
All For The Sake Of The Song,Roger Creager,2003,277.55057
Down South Blues,Sleepy John Estes,1935,188.26404
Chiove,Rita Chiarelli,2006,228.38812
Doin' It,Professor Longhair,1985,242.31138
Looking In Your Eyes,Suicidal Tendencies,1987,167.78404
Crazy,Aerosmith,1993,318.61506
When Rules Change,Life In Your Way,2005,198.05995
Take The Time,Michael Stanley Band,1982,335.09832
Mykel And Carli,Weezer,2004,172.14649
Believe In What I Say,Cookies,2005,193.69751
Hold On,22-20s,2004,317.46567
Zephyrus,Bloc Party,2008,247.97995
Fucked,Less Than Jake,1995,82.65098
Take It For Granted,Atomic Rooster,2005,249.93914
Wichita Lineman (LP Version),Young-Holt Unlimited,1970,243.66975
Nothing (Album Version),unloco,2001,163.86567
Let Me Be the One,Hank Locklin,1995,150.282
Rumour (Abstract Hip Hop Mix),bel canto,1996,78.49751
See What Tomorrow Brings,Arc Angels,1992,386.79465
Rich Girl,Daryl Hall & John Oates,1976,216.34567
The Second One,Remy Shand,2002,250.77506
Laakista humppa,Elakelaiset,1995,67.3171
Coral Fang (Album Version),The Distillers,2003,129.59302
Me Duele,Joe Lopez,2004,199.36608
Nothing To Hold Me,Jesus Jones,1990,201.16853
Coma,Aesop Rock,2001,236.64281
The Road Goes On Forever,The Highwaymen,1995,282.33098
Molten,Digital Mystikz,2006,299.49342
From A Jack To A King,Ned Miller,1963,128.26077
Sachmagehtsnoch,Dendemann,2006,221.98812
Telegrama,Zeca Baleiro,2002,364.72118
Don't Waste My Time,John Mayall,1970,193.12281
Zeno Beach,Radio Birdman,2006,174.28853
Medicine,Bobaflex,2005,151.43138
Love You to Pieces,Lizzy Borden,1985,232.98567
Walk On The Wild Side,Jesse Malin,2008,238.52363
The Court,Zbigniew Preisner,1994,63.63383
Parallel Universe (Album Version),Red Hot Chili Peppers,1999,269.34812
